GeneID,Source
DDB_G0291686,Predicted
DDB_G0291956,Predicted
DDB_G0291958,Predicted
DDB_G0291964,Predicted
DDB_G0292172,Predicted
DDB_G0292372,Predicted
DDB_G0292374,Predicted
DDB_G0292540,Predicted
DDB_G0293152,Predicted
DDB_G0293270,Predicted
DDB_G0293734,Predicted
DDB_G0293736,Predicted
DDB_G0293780,Predicted
DDB_G0293852,Predicted
DDB_G0292946,Predicted
DDB_G0291620,Predicted
DDB_G0291692,Predicted
DDB_G0291954,Predicted
DDB_G0291878,Predicted
DDB_G0291960,Predicted
DDB_G0291940,Predicted
DDB_G0291880,Predicted
DDB_G0291882,Predicted
DDB_G0291962,Predicted
DDB_G0291884,Predicted
DDB_G0292060,Predicted
DDB_G0292062,Predicted
DDB_G0292198,Predicted
DDB_G0292228,Predicted
DDB_G0292338,Predicted
DDB_G0292376,Predicted
DDB_G0292548,Predicted
DDB_G0292712,Predicted
DDB_G0293490,Predicted
DDB_G0293516,Predicted
DDB_G0293764,Predicted
DDB_G0293894,Predicted
DDB_G0293964,Predicted
DDB_G0291696,Predicted
DDB_G0292174,Predicted
DDB_G0292516,Predicted
DDB_G0292726,Predicted
DDB_G0292796,Predicted
DDB_G0292798,Predicted
DDB_G0293142,Predicted
DDB_G0293144,Predicted
DDB_G0293272,Predicted
DDB_G0293400,Predicted
DDB_G0293692,Predicted
DDB_G0293684,Predicted
DDB_G0293690,Predicted
DDB_G0293726,Predicted
DDB_G0293732,Predicted
DDB_G0293630,Predicted
DDB_G0293632,Predicted
DDB_G0293892,Predicted
DDB_G0293160,Predicted
DDB_G0293350,Predicted
DDB_G0293280,Predicted
DDB_G0293344,Predicted
DDB_G0293348,Predicted
DDB_G0293482,Predicted
DDB_G0293486,Predicted
DDB_G0294152,Predicted
DDB_G0294226,Predicted
DDB_G0294244,Predicted
DDB_G0294308,Predicted
DDB_G0294382,Predicted
DDB_G0294384,Predicted
DDB_G0267180,Predicted
DDB_G0267182,Predicted
DDB_G0267184,Predicted
DDB_G0267186,Predicted
DDB_G0267188,Predicted
DDB_G0267204,Predicted
DDB_G0267206,Predicted
DDB_G0267208,Predicted
DDB_G0267210,Predicted
DDB_G0267236,Predicted
DDB_G0267238,Predicted
DDB_G0267240,Predicted
DDB_G0267242,Predicted
DDB_G0267264,Predicted
DDB_G0267244,Predicted
DDB_G0267246,Predicted
DDB_G0267248,Predicted
DDB_G0267258,Predicted
DDB_G0267260,Predicted
DDB_G0267262,Predicted
DDB_G0267270,Predicted
DDB_G0267272,Predicted
DDB_G0267282,Predicted
DDB_G0267290,Predicted
DDB_G0267292,Predicted
DDB_G0267294,Predicted
DDB_G0267296,Predicted
DDB_G0267300,Predicted
DDB_G0267304,Predicted
DDB_G0267306,Predicted
DDB_G0267308,Predicted
DDB_G0267310,Predicted
DDB_G0267312,Predicted
DDB_G0267314,Predicted
DDB_G0267316,Predicted
DDB_G0267322,Predicted
DDB_G0267324,Predicted
DDB_G0267326,Predicted
DDB_G0267328,Predicted
DDB_G0267330,Predicted
DDB_G0267338,Predicted
DDB_G0267342,Predicted
DDB_G0267802,Predicted
DDB_G0268050,Predicted
DDB_G0268114,Predicted
DDB_G0268798,Predicted
DDB_G0269492,Predicted
DDB_G0269690,Predicted
DDB_G0269748,Predicted
DDB_G0269750,Predicted
DDB_G0270710,Predicted
DDB_G0271036,Predicted
DDB_G0271038,Predicted
DDB_G0270122,Predicted
DDB_G0270438,Predicted
DDB_G0267360,Predicted
DDB_G0267368,Predicted
DDB_G0267356,Predicted
DDB_G0267358,Predicted
DDB_G0267362,Predicted
DDB_G0267364,Predicted
DDB_G0267366,Predicted
DDB_G0267374,Predicted
DDB_G0272554,Predicted
DDB_G0271104,Predicted
DDB_G0271516,Predicted
DDB_G0271768,Predicted
DDB_G0271998,Predicted
DDB_G0272068,Predicted
DDB_G0272292,Predicted
DDB_G0273215,Predicted
DDB_G0273375,Predicted
DDB_G0273663,Predicted
DDB_G0273709,Predicted
DDB_G0274125,Predicted
DDB_G0274679,Predicted
DDB_G0276235,Predicted
DDB_G0276533,Predicted
DDB_G0276399,Predicted
DDB_G0277497,Predicted
DDB_G0277765,Predicted
DDB_G0277779,Predicted
DDB_G0272825,Predicted
DDB_G0276951,Predicted
DDB_G0277117,Predicted
DDB_G0278221,Predicted
DDB_G0278597,Predicted
DDB_G0278237,Predicted
DDB_G0278317,Predicted
DDB_G0278801,Predicted
DDB_G0280839,Predicted
DDB_G0279239,Predicted
DDB_G0279265,Predicted
DDB_G0279475,Predicted
DDB_G0281537,Predicted
DDB_G0281629,Predicted
DDB_G0282789,Predicted
DDB_G0281533,Predicted
DDB_G0281535,Predicted
DDB_G0280391,Predicted
DDB_G0283963,Predicted
DDB_G0284401,Predicted
DDB_G0284437,Predicted
DDB_G0284717,Predicted
DDB_G0284709,Predicted
DDB_G0285127,Predicted
DDB_G0285375,Predicted
DDB_G0285757,Predicted
DDB_G0285727,Predicted
DDB_G0286273,Predicted
DDB_G0286337,Predicted
DDB_G0287057,Predicted
DDB_G0282917,Predicted
DDB_G0286421,Predicted
DDB_G0286423,Predicted
DDB_G0287579,Predicted
DDB_G0287791,Predicted
DDB_G0288149,Predicted
DDB_G0288309,Predicted
DDB_G0288553,Predicted
DDB_G0288787,Predicted
DDB_G0289849,Predicted
DDB_G0290041,Predicted
DDB_G0290659,Predicted
DDB_G0290611,Predicted
DDB_G0290953,Predicted
DDB_G0291181,Predicted
DDB_G0288153,Predicted
DDB_G0291221,Predicted
DDB_G0291213,Predicted
DDB_G0291211,Predicted
DDB_G0291223,Predicted
DDB_G0291217,Predicted
DDB_G0291508,Predicted
DDB_G0292254,Predicted
DDB_G0293806,Predicted
DDB_G0292670,Predicted
DDB_G0292672,Predicted
DDB_G0294000,Predicted
DDB_G0294156,Predicted
DDB_G0294164,Predicted
DDB_G0294166,Predicted
DDB_G0294168,Predicted
DDB_G0294148,Predicted
DDB_G0294150,Predicted
DDB_G0294146,Predicted
DDB_G0294172,Predicted
DDB_G0294176,Predicted
DDB_G0294180,Predicted
DDB_G0294182,Predicted
DDB_G0294184,Predicted
DDB_G0294204,Predicted
DDB_G0294216,Predicted
DDB_G0294218,Predicted
DDB_G0294232,Predicted
DDB_G0294234,Predicted
DDB_G0294230,Predicted
DDB_G0294248,Predicted
DDB_G0294250,Predicted
DDB_G0294252,Predicted
DDB_G0294254,Predicted
DDB_G0294256,Predicted
DDB_G0294280,Predicted
DDB_G0294288,Predicted
DDB_G0294302,Predicted
DDB_G0294304,Predicted
DDB_G0294306,Predicted
DDB_G0294310,Predicted
DDB_G0294316,Predicted
DDB_G0294322,Predicted
DDB_G0294324,Predicted
DDB_G0294332,Predicted
DDB_G0294342,Predicted
DDB_G0294356,Predicted
DDB_G0294358,Predicted
